Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,label
8/2/2016,2016,8,2,1,31,2016-31,28.2,31.6,24.5,28.2,3500,28.2,0.007142884,29.15714286,29.5156,undefined
8/3/2016,2016,8,3,2,31,2016-31,28.2,30.2,28.2,30.2,200,30.2,0.070921984,29.65714286,29.3996,undefined
8/4/2016,2016,8,4,3,31,2016-31,31.2,34.2,29.02,31.6,1400,31.6,0.046357602,30.28571429,29.3116,undefined
8/5/2016,2016,8,5,4,31,2016-31,31,32.6,28.6,30.2,1400,30.2,-0.044303785,30.92857143,29.2156,undefined
8/8/2016,2016,8,8,0,32,2016-32,30.8,30.8,29,29.6,200,29.6,-0.019867562,31.45714286,29.0876,undefined
8/9/2016,2016,8,9,1,32,2016-32,28.6,28.6,28,28,200,28,-0.054054066,31.6,28.9276,undefined
8/10/2016,2016,8,10,2,32,2016-32,28,28,26.6,27.8,200,27.8,-0.007142884,31.72857143,28.7636,undefined
8/11/2016,2016,8,11,3,32,2016-32,25.2,30.2,25.2,29.6,200,29.6,0.064748244,31.84285714,28.65,undefined
8/12/2016,2016,8,12,4,32,2016-32,29.8,30.26,27.2,27.2,200,27.2,-0.081081067,31.28571429,28.498,undefined
8/15/2016,2016,8,15,0,33,2016-33,27.2,27.2,25.2,26.4,200,26.4,-0.029411806,30.35714286,28.3348,undefined
8/16/2016,2016,8,16,1,33,2016-33,30.4,30.4,26,27,1800,27,0.022727288,29.65714286,28.2548,undefined
8/17/2016,2016,8,17,2,33,2016-33,27,29,26.2,26.4,600,26.4,-0.022222236,28.94285714,28.1628,undefined
8/18/2016,2016,8,18,3,33,2016-33,26.2,28,25.2,25.4,4100,25.4,-0.037878788,28.25714286,27.9716,undefined
8/19/2016,2016,8,19,4,33,2016-33,26,28.4,22.4,25,8900,25,-0.015748017,28.04285714,27.7724,undefined
8/22/2016,2016,8,22,0,34,2016-34,24.4,24.4,22.4,23,2200,23,-0.08,27.67142857,27.5684,undefined
8/23/2016,2016,8,23,1,34,2016-34,25,25,22.8,22.8,7300,22.8,-0.008695685,27.14285714,27.3604,undefined
8/24/2016,2016,8,24,2,34,2016-34,23.2,24.4,23,23.8,6100,23.8,0.043859651,26.58571429,27.2324,undefined
8/25/2016,2016,8,25,3,34,2016-34,23.6,24.8,22.8,23,4900,23,-0.033613414,26.07142857,27.0884,undefined
8/26/2016,2016,8,26,4,34,2016-34,23.4,23.4,19.26,19.6,18600,19.6,-0.14782607,25.35714286,26.9124,undefined
8/29/2016,2016,8,29,0,35,2016-35,21.4,21.4,19.6,20.2,21700,20.2,0.030612264,24.8,26.7444,undefined
8/30/2016,2016,8,30,1,35,2016-35,20.6,20.6,16.64,18.48,17500,18.48,-0.085148572,24.13428571,26.55,undefined
8/31/2016,2016,8,31,2,35,2016-35,18.2,18.2,15.56,16,5800,16,-0.134199113,23.16285714,26.29,undefined
9/1/2016,2016,9,1,3,35,2016-35,14.02,16,14.02,15.46,5100,15.46,-0.033749998,22.32428571,26.0392,undefined
9/2/2016,2016,9,2,4,35,2016-35,15.4,16.8,14.26,16.3,2700,16.3,0.054333713,21.60285714,25.8612,undefined
9/6/2016,2016,9,6,1,36,2016-36,15.48,16.94,15.48,16,2300,16,-0.018404862,20.81714286,25.6932,undefined
9/7/2016,2016,9,7,2,36,2016-36,16.02,16.76,14.66,15.4,1600,15.4,-0.037500024,20.03142857,25.5572,undefined
9/8/2016,2016,9,8,3,36,2016-36,16.18,16.18,14.04,15.2,1400,15.2,-0.012987001,19.30285714,25.2692,undefined
9/9/2016,2016,9,9,4,36,2016-36,15.6,15.6,14.42,15.4,700,15.4,0.013157882,18.61714286,24.9912,undefined
9/12/2016,2016,9,12,0,37,2016-37,14.6,15.6,13.22,15.6,3600,15.6,0.012987063,18.08857143,24.7952,undefined
9/13/2016,2016,9,13,1,37,2016-37,15.6,15.6,14.4,14.5,2400,14.5,-0.070512843,17.49571429,24.5948,undefined
9/14/2016,2016,9,14,2,37,2016-37,14.94,15.36,14.4,14.48,700,14.48,-0.001379342,16.83,24.3724,undefined
9/15/2016,2016,9,15,3,37,2016-37,15.2,15.2,14.4,15.14,800,15.14,0.045580167,16.26857143,24.1672,undefined
9/16/2016,2016,9,16,4,37,2016-37,14.46,15.3,14.4,15,1800,15,-0.00924705,15.94,23.9832,undefined
9/19/2016,2016,9,19,0,38,2016-38,15.3,15.6,15,15,1100,15,0,15.56857143,23.8352,undefined
9/20/2016,2016,9,20,1,38,2016-38,14.8,15.08,14.4,14.76,800,14.76,-0.015999985,15.30285714,23.6824,undefined
9/21/2016,2016,9,21,2,38,2016-38,14.76,15.5,14.5,15.5,1800,15.5,0.050135485,15.26714286,23.5364,undefined
9/22/2016,2016,9,22,3,38,2016-38,14.9,16.16,14.8,15.5,1000,15.5,0,15.27,23.3744,undefined
9/23/2016,2016,9,23,4,38,2016-38,15.96,16,15.6,16,1200,16,0.032258065,15.24857143,23.2304,undefined
9/26/2016,2016,9,26,0,39,2016-39,15.2,16.4,15,16.38,800,16.38,0.023749948,15.27571429,23.102,undefined
9/27/2016,2016,9,27,1,39,2016-39,16.4,18.4,15.8,16.8,3100,16.8,0.025641032,15.37571429,23.014,undefined
9/28/2016,2016,9,28,2,39,2016-39,17.4,17.86,16.4,16.48,1000,16.48,-0.019047602,15.46714286,22.8996,undefined
9/29/2016,2016,9,29,3,39,2016-39,16.6,16.6,14.98,15.8,1600,15.8,-0.041262098,15.49571429,22.6956,undefined
9/30/2016,2016,9,30,4,39,2016-39,15.04,15.8,15,15.8,900,15.8,0,15.51,22.4916,undefined
10/3/2016,2016,10,3,0,40,2016-40,15,15,14.6,14.9,1000,14.9,-0.056962061,15.53857143,22.2296,undefined
10/4/2016,2016,10,4,1,40,2016-40,14.6,15.4,14.2,14.34,1300,14.34,-0.037583858,15.52857143,21.8164,undefined
10/5/2016,2016,10,5,2,40,2016-40,14,15,14,15,3400,15,0.046025093,15.51857143,21.3284,undefined
10/6/2016,2016,10,6,3,40,2016-40,14.4,14.8,14.2,14.4,1200,14.4,-0.040000025,15.47571429,20.8804,undefined
10/7/2016,2016,10,7,4,40,2016-40,15,15,14.4,15,1700,15,0.041666694,15.47571429,20.4524,undefined
10/10/2016,2016,10,10,0,41,2016-41,14.4,15.4,14.4,15,1600,15,0,15.49285714,20.0524,undefined
10/11/2016,2016,10,11,1,41,2016-41,15,15.2,14,14,2200,14,-0.066666667,15.38571429,19.7724,undefined
10/12/2016,2016,10,12,2,41,2016-41,14.2,15.8,13.7,13.8,2900,13.8,-0.014285701,15.26428571,19.4844,undefined
10/13/2016,2016,10,13,3,41,2016-41,13.7,14.8,13.6,14,2200,14,0.01449274,15.12142857,19.1604,undefined
10/14/2016,2016,10,14,4,41,2016-41,14,14,12.02,13.3,2900,13.3,-0.049999986,14.90142857,18.7944,undefined
10/17/2016,2016,10,17,0,42,2016-42,12.04,14,12.04,12.4,1400,12.4,-0.067669215,14.58714286,18.4384,undefined
10/18/2016,2016,10,18,1,42,2016-42,13.6,13.96,12.46,13,600,13,0.048387129,14.33857143,18.1064,undefined
10/19/2016,2016,10,19,2,42,2016-42,12.8,13.2,12.02,12.62,4000,12.62,-0.029230778,14.11142857,17.7988,undefined
10/20/2016,2016,10,20,3,42,2016-42,12.72,13.92,12.72,13.2,1500,13.2,0.04595879,13.92571429,17.5068,undefined
10/21/2016,2016,10,21,4,42,2016-42,13,13,12.2,12.22,5100,12.22,-0.074242391,13.73428571,17.1592,undefined
10/24/2016,2016,10,24,0,43,2016-43,12.7,12.9,12.02,12.6,700,12.6,0.031096572,13.61,16.8672,undefined
10/25/2016,2016,10,25,1,43,2016-43,13,13.2,12.8,12.8,2300,12.8,0.015873,13.45285714,16.5952,undefined
10/26/2016,2016,10,26,2,43,2016-43,12.88,12.88,12.02,12.02,2100,12.02,-0.060937478,13.28285714,16.2956,undefined
10/27/2016,2016,10,27,3,43,2016-43,12.26,12.4,10.6,12,2300,12,-0.001663932,13.06857143,16.0076,undefined
10/28/2016,2016,10,28,4,43,2016-43,11.96,14,11.04,11.78,2200,11.78,-0.018333356,12.83857143,15.7352,undefined
10/31/2016,2016,10,31,0,44,2016-44,13.2,13.2,11.5,11.8,2800,11.8,0.001697832,12.68142857,15.4712,undefined
11/1/2016,2016,11,1,1,44,2016-44,11.26,12,11.12,12,2300,12,0.016949136,12.55285714,15.2512,undefined
11/2/2016,2016,11,2,2,44,2016-44,11.9,12,10.8,11.5,1900,11.5,-0.041666667,12.37428571,15.0252,undefined
11/3/2016,2016,11,3,3,44,2016-44,11,11.2,9.04,9.6,3000,9.6,-0.165217358,12.11,14.7412,undefined
11/4/2016,2016,11,4,4,44,2016-44,9.6,10.8,9.06,9.06,2300,9.06,-0.056249994,11.87142857,14.4624,undefined
11/7/2016,2016,11,7,0,45,2016-45,10.4,10.4,9.2,10.1,2200,10.1,0.114790277,11.66428571,14.2724,undefined
11/8/2016,2016,11,8,1,45,2016-45,10.4,11,10,10.3,2100,10.3,0.019801961,11.49857143,14.0744,undefined
11/9/2016,2016,11,9,2,45,2016-45,11.76,11.76,9.66,9.8,700,9.8,-0.048543688,11.25571429,13.9008,undefined
11/10/2016,2016,11,10,3,45,2016-45,9.6,11.78,9.6,11.2,400,11.2,0.142857101,11.18285714,13.8048,undefined
11/11/2016,2016,11,11,4,45,2016-45,11.78,12.8,11.2,11.6,12400,11.6,0.035714337,11.11142857,13.7276,undefined
11/14/2016,2016,11,14,0,46,2016-46,11.76,12,10.88,11.6,4800,11.6,0,11.02571429,13.6336,undefined
11/15/2016,2016,11,15,1,46,2016-46,11,13,10.8,11.2,800,11.2,-0.034482807,10.96714286,13.5376,undefined
11/16/2016,2016,11,16,2,46,2016-46,11.6,12.2,11.6,11.8,2000,11.8,0.053571464,10.95285714,13.4656,undefined
11/17/2016,2016,11,17,3,46,2016-46,11.82,12,10.8,11.7,1400,11.7,-0.008474608,10.94714286,13.3956,undefined
11/18/2016,2016,11,18,4,46,2016-46,11.48,13,10.8,11.8,17700,11.8,0.008547041,10.94714286,13.3236,undefined
11/21/2016,2016,11,21,0,47,2016-47,11.8,14.8,11.8,13.8,27400,13.8,0.169491523,11.07571429,13.2876,undefined
11/22/2016,2016,11,22,1,47,2016-47,14.6,14.6,12.2,12.8,14600,12.8,-0.072463767,11.16857143,13.2536,undefined
11/23/2016,2016,11,23,2,47,2016-47,13,13,12.1,12.6,2200,12.6,-0.015624985,11.38285714,13.216,undefined
11/25/2016,2016,11,25,4,47,2016-47,12.78,13,12.5,12.96,1300,12.96,0.0285714,11.66142857,13.1724,undefined
11/28/2016,2016,11,28,0,48,2016-48,13.6,16.78,12.8,16,17300,16,0.234567898,12.08285714,13.1924,undefined
11/29/2016,2016,11,29,1,48,2016-48,16.02,20,16.02,18.9,31200,18.9,0.181249976,12.69714286,13.2704,undefined
11/30/2016,2016,11,30,2,48,2016-48,19.4,19.8,14.42,16.2,19800,16.2,-0.142857085,13.15428571,13.2992,undefined
12/1/2016,2016,12,1,3,48,2016-48,16,16.08,14.4,15,4600,15,-0.074074118,13.42571429,13.2892,undefined
12/2/2016,2016,12,2,4,48,2016-48,15,15.56,14.4,14.98,1800,14.98,-0.001333364,13.66714286,13.2788,undefined
12/5/2016,2016,12,5,0,49,2016-49,15.4,16.8,15.4,16.8,2600,16.8,0.12149531,14.03857143,13.2948,undefined
12/6/2016,2016,12,6,1,49,2016-49,16.8,16.8,15.8,16.4,1400,16.4,-0.023809502,14.41,13.2952,undefined
12/7/2016,2016,12,7,2,49,2016-49,16,16.8,14.6,15,6400,15,-0.085365832,14.63857143,13.2592,undefined
12/8/2016,2016,12,8,3,49,2016-49,16.2,16.2,14.4,14.6,3100,14.6,-0.026666641,14.84571429,13.2216,undefined
12/9/2016,2016,12,9,4,49,2016-49,14.4,15.98,14.4,15.4,2400,15.4,0.054794467,15.10285714,13.2136,undefined
12/12/2016,2016,12,12,0,50,2016-50,15.02,18.6,15.02,16.4,13400,16.4,0.064935067,15.28857143,13.2256,undefined
12/13/2016,2016,12,13,1,50,2016-50,18.4,19,17.2,18,13100,18,0.097561001,15.66,13.2876,undefined
12/14/2016,2016,12,14,2,50,2016-50,17,18.4,17,18.4,4900,18.4,0.022222201,16.07428571,13.3688,undefined
12/15/2016,2016,12,15,3,50,2016-50,18.16,19.6,16.8,18.4,11900,18.4,0,16.46285714,13.4368,undefined
12/16/2016,2016,12,16,4,50,2016-50,18,19.4,17.7,18,9100,18,-0.02173911,16.60571429,13.5088,undefined
12/19/2016,2016,12,19,0,51,2016-51,19.4,23.4,18.8,21.6,35800,21.6,0.200000021,16.79857143,13.6408,undefined
12/20/2016,2016,12,20,1,51,2016-51,21,22.8,17.2,17.2,27300,17.2,-0.203703682,16.87,13.6848,undefined
12/21/2016,2016,12,21,2,51,2016-51,18,19.18,16.26,17,8800,17,-0.011627951,17.01285714,13.7448,undefined
12/22/2016,2016,12,22,3,51,2016-51,17.2,18.24,17,17.6,4000,17.6,0.03529414,17.2,13.8208,undefined
12/23/2016,2016,12,23,4,51,2016-51,17.02,17.86,17,17.4,1500,17.4,-0.011363679,17.24285714,13.8888,undefined
12/27/2016,2016,12,27,1,52,2016-52,17,17.2,15.2,16,4200,16,-0.08045975,17.21428571,13.9428,undefined
12/28/2016,2016,12,28,2,52,2016-52,16.38,16.48,15.4,15.7,3700,15.7,-0.018750012,17.26428571,14.0088,undefined
12/29/2016,2016,12,29,3,52,2016-52,15.9,16.4,14,15,7800,15,-0.044585976,17.29285714,14.0488,undefined
12/30/2016,2016,12,30,4,52,2016-52,15.4,16.2,15.4,15.6,2500,15.6,0.040000025,17.30714286,14.1084,undefined
1/3/2017,2017,1,3,1,1,2017-01,15.6,16.42,15.6,15.64,2700,15.64,0.0025641,17.25285714,14.1572,green
1/4/2017,2017,1,4,2,1,2017-01,15.98,18,15.98,17.4,9700,17.4,0.11253192,17.21,14.2608,green
1/5/2017,2017,1,5,3,1,2017-01,18.1,19.6,17.4,19.4,8700,19.4,0.114942531,17.28142857,14.3968,green
1/6/2017,2017,1,6,4,1,2017-01,19.8,22.8,19.2,21.2,28800,21.2,0.092783566,17.48142857,14.5648,green
1/9/2017,2017,1,9,0,2,2017-02,21.2,23,21.2,22,8200,22,0.037735812,17.76714286,14.7644,green
1/10/2017,2017,1,10,1,2,2017-02,21.6,21.66,19.6,20.6,9000,20.6,-0.063636346,17.69571429,14.9364,green
1/11/2017,2017,1,11,2,2,2017-02,20,22.38,20,21.4,8400,21.4,0.038834914,17.99571429,15.1288,green
1/12/2017,2017,1,12,3,2,2017-02,21.4,30,21.4,25.8,81400,25.8,0.205607462,18.62428571,15.4088,green
1/13/2017,2017,1,13,4,2,2017-02,24.2,26,23.4,24,13100,24,-0.069767414,19.08142857,15.6488,green
1/17/2017,2017,1,17,1,3,2017-03,23.4,24,21.4,23.4,8200,23.4,-0.025000016,19.51,15.8868,red
1/18/2017,2017,1,18,2,3,2017-03,23.4,23.6,22.2,23,4000,23,-0.017094001,20.01,16.1548,red
1/19/2017,2017,1,19,3,3,2017-03,23,24.4,21.4,22.8,8300,22.8,-0.008695685,20.51714286,16.4296,red
1/20/2017,2017,1,20,4,3,2017-03,23.4,23.4,21.8,22.4,4200,22.4,-0.017543844,21.04571429,16.6756,red
1/23/2017,2017,1,23,0,4,2017-04,22.6,24.2,22.6,22.6,5200,22.6,0.008928606,21.54571429,16.9216,green
1/24/2017,2017,1,24,1,4,2017-04,22.86,24.4,22.4,22.6,8600,22.6,0,22.04285714,17.1776,green
1/25/2017,2017,1,25,2,4,2017-04,23.2,24.4,22.54,22.8,3600,22.8,0.008849507,22.42857143,17.4096,green
1/26/2017,2017,1,26,3,4,2017-04,23.6,23.6,22.2,22.4,3700,22.4,-0.017543844,22.64285714,17.6256,green
1/27/2017,2017,1,27,4,4,2017-04,22.8,23.34,21.4,22.8,12500,22.8,0.017857126,22.75714286,17.8496,green
1/30/2017,2017,1,30,0,5,2017-05,23.22,24.4,22.2,23.4,9000,23.4,0.026315807,22.85714286,18.0936,red
1/31/2017,2017,1,31,1,5,2017-05,23.2,26.8,22.8,24,34100,24,0.025641042,23.1,18.3376,red
2/1/2017,2017,2,1,2,5,2017-05,23.8,25,23,23.8,25200,23.8,-0.008333365,23.27142857,18.5796,red
2/2/2017,2017,2,2,3,5,2017-05,24.4,24.4,22,22.8,16700,22.8,-0.042016808,23.05714286,18.7996,red
2/3/2017,2017,2,3,4,5,2017-05,22.6,22.6,20.18,21.8,13000,21.8,-0.043859651,22.9,18.9596,red
2/6/2017,2017,2,6,0,6,2017-06,22,23,22,23,12300,23,0.055045908,22.87142857,19.1636,green
2/7/2017,2017,2,7,1,6,2017-06,23.4,24,22,23.6,13200,23.6,0.026086973,22.91428571,19.3836,green
2/8/2017,2017,2,8,2,6,2017-06,23.8,26.2,23,24,16000,24,0.016949136,23,19.6044,green
2/9/2017,2017,2,9,3,6,2017-06,23.8,24.8,22.8,24.6,12800,24.6,0.025000016,23.15714286,19.7764,green
2/10/2017,2017,2,10,4,6,2017-06,24.8,24.8,22.4,24,9000,24,-0.024390259,23.25714286,19.8784,green
2/13/2017,2017,2,13,0,7,2017-07,42,54.4,33,34,2339100,34,0.416666667,24.07142857,20.2344,green
2/14/2017,2017,2,14,1,7,2017-07,37,43,36,40.4,691900,40.4,0.188235339,25.32857143,20.7424,green
2/15/2017,2017,2,15,2,7,2017-07,41,69.8,40.4,57,1766900,57,0.410891036,27.8,21.5828,green
2/16/2017,2017,2,16,3,7,2017-07,59,70.78,56,61.4,1543200,61.4,0.077193009,30.55714286,22.4748,green
2/17/2017,2017,2,17,4,7,2017-07,63.8,67.6,58.2,62.4,457400,62.4,0.016286645,33.34285714,23.3948,green
2/21/2017,2017,2,21,1,8,2017-08,61.4,63.6,52.6,57.4,217400,57.4,-0.080128203,35.72857143,24.2428,red
2/22/2017,2017,2,22,2,8,2017-08,55.4,56.8,48.2,52.2,141500,52.2,-0.090592345,37.75714286,24.9948,red
2/23/2017,2017,2,23,3,8,2017-08,53,53.2,44,44,139700,44,-0.157088135,39.27142857,25.5668,red
2/24/2017,2017,2,24,4,8,2017-08,44.4,60,44.4,52.2,480300,52.2,0.186363654,41.44285714,26.2828,red
2/27/2017,2017,2,27,0,9,2017-09,50,54.2,49.2,50,81100,50,-0.042145608,43.37142857,26.9228,red
2/28/2017,2017,2,28,1,9,2017-09,49,55.8,48.2,53.6,110200,53.6,0.071999969,45.51428571,27.6268,red
3/1/2017,2017,3,1,2,9,2017-09,50.2,55.4,50,51.2,72500,51.2,-0.044776078,47.45714286,28.2828,red
3/2/2017,2017,3,2,3,9,2017-09,51.8,52.3,48.4,51.8,49800,51.8,0.01171872,49.4,28.9588,red
3/3/2017,2017,3,3,4,9,2017-09,48,58.2,48,55.2,108300,55.2,0.065637096,51.62857143,29.6308,red
3/6/2017,2017,3,6,0,10,2017-10,53,54.8,48.8,50.6,54400,50.6,-0.083333374,52.81428571,30.2988,red
3/7/2017,2017,3,7,1,10,2017-10,50,51.2,47,47.8,39000,47.8,-0.055335955,53.34285714,30.9148,red
3/8/2017,2017,3,8,2,10,2017-10,48.8,49,44.6,45,32700,45,-0.058577391,52.48571429,31.4628,red
3/9/2017,2017,3,9,3,10,2017-10,44.8,50.2,44.8,47.8,36500,47.8,0.062222205,51.51428571,32.0708,red
3/10/2017,2017,3,10,4,10,2017-10,48.2,49.6,45,47,31100,47,-0.016736386,50.41428571,32.6908,red
3/13/2017,2017,3,13,0,11,2017-11,46,46.4,44,45.2,25800,45.2,-0.038297856,49.54285714,33.2808,red
3/14/2017,2017,3,14,1,11,2017-11,45.8,45.8,41.4,42.4,32700,42.4,-0.061946885,48.84285714,33.8288,red
3/15/2017,2017,3,15,2,11,2017-11,41,46.4,40,40.8,65600,40.8,-0.037735902,48.61428571,34.3328,red
3/16/2017,2017,3,16,3,11,2017-11,40,40,33.4,34.4,253300,34.4,-0.156862692,47.34285714,34.708,red
3/17/2017,2017,3,17,4,11,2017-11,31.4,33.6,31,31,578900,31,-0.098837249,45.98571429,34.98,red
3/20/2017,2017,3,20,0,12,2017-12,32,34.8,31.2,33.2,225400,33.2,0.070967767,44.52857143,35.256,red
3/21/2017,2017,3,21,1,12,2017-12,33.2,34,31,32.4,91800,32.4,-0.024096362,43.18571429,35.48,red
3/22/2017,2017,3,22,2,12,2017-12,32.8,35,32,34,78100,34,0.049382667,41.91428571,35.72,red
3/23/2017,2017,3,23,3,12,2017-12,35.8,41.4,34.2,35.4,191100,35.4,0.041176515,40.5,36.016,red
3/24/2017,2017,3,24,4,12,2017-12,37.4,37.8,33.2,34.6,113100,34.6,-0.022598955,39.35714286,36.28,red
3/27/2017,2017,3,27,0,13,2017-13,33.4,34.6,32,34,63900,34,-0.017340997,38.37142857,36.444,green
3/28/2017,2017,3,28,1,13,2017-13,34.6,37.6,33,37.6,175800,37.6,0.105882308,37.84285714,36.716,green
3/29/2017,2017,3,29,2,13,2017-13,39,39.8,35.8,38,255100,38,0.010638339,37.14285714,37.008,green
3/30/2017,2017,3,30,3,13,2017-13,38.6,40.6,37,38.4,120100,38.4,0.010526356,36.52857143,37.316,green
3/31/2017,2017,3,31,4,13,2017-13,39,41.6,37.2,38,164100,38,-0.010416706,36.01428571,37.62,green
4/3/2017,2017,4,3,0,14,2017-14,38,38.6,35,36.6,97100,36.6,-0.036842145,35.6,37.904,red
4/4/2017,2017,4,4,1,14,2017-14,35,36,32.2,32.8,81700,32.8,-0.10382512,35.02857143,38.108,red
4/5/2017,2017,4,5,2,14,2017-14,33,34.6,31.4,32.6,66300,32.6,-0.006097584,34.9,38.308,red
4/6/2017,2017,4,6,3,14,2017-14,32,33.2,31.4,32,43500,32,-0.018404862,34.97142857,38.492,red
4/7/2017,2017,4,7,4,14,2017-14,31.4,32,30,31.8,50800,31.8,-0.006250024,34.87142857,38.68,red
4/10/2017,2017,4,10,0,15,2017-15,31.6,32.8,31.2,31.8,25600,31.8,0,34.82857143,38.86,red
4/11/2017,2017,4,11,1,15,2017-15,31.4,32,30,31,32400,31,-0.025157209,34.61428571,39.012,red
4/12/2017,2017,4,12,2,15,2017-15,31,31.2,30,30.6,21300,30.6,-0.012903214,34.27142857,39.144,red
4/13/2017,2017,4,13,3,15,2017-15,30.4,32.4,30.4,31,31000,31,0.013071883,34.01428571,39.288,red
4/17/2017,2017,4,17,0,16,2017-16,30.8,31,30,30.6,34600,30.6,-0.012903214,33.77142857,39.444,red
4/18/2017,2017,4,18,1,16,2017-16,30.2,30.6,28.6,30,30900,30,-0.019607855,33.22857143,39.608,red
4/19/2017,2017,4,19,2,16,2017-16,29.6,30.8,29.6,30,22300,30,0,32.65714286,39.748,red
4/20/2017,2017,4,20,3,16,2017-16,30,30,29.2,30,16700,30,0,32.05714286,39.876,red
4/21/2017,2017,4,21,4,16,2017-16,29.8,30,29.2,29.6,13900,29.6,-0.013333321,31.45714286,39.988,red
4/24/2017,2017,4,24,0,17,2017-17,29.6,32,29,32,55700,32,0.081081067,31.12857143,40.136,green
4/25/2017,2017,4,25,1,17,2017-17,32.8,35.4,31.6,33.2,105300,33.2,0.037500024,31.15714286,40.32,green
4/26/2017,2017,4,26,2,17,2017-17,32.8,33.16,31.4,31.6,28000,31.6,-0.048192781,31.08571429,40.272,green
4/27/2017,2017,4,27,3,17,2017-17,31,31.4,30.04,30.8,22400,30.8,-0.025316492,31,40.08,green
4/28/2017,2017,4,28,4,17,2017-17,30.2,33.44,30.2,32.8,35700,32.8,0.064935067,31.07142857,39.596,green
5/1/2017,2017,5,1,0,18,2017-18,33,35.4,32,33.6,59400,33.6,0.024390221,31.2,39.04,red
5/2/2017,2017,5,2,1,18,2017-18,34.2,34.32,31,32.8,31000,32.8,-0.023809502,31.32857143,38.448,red
5/3/2017,2017,5,3,2,18,2017-18,33,33,31,31.2,20400,31.2,-0.048780442,31.37142857,37.924,red
5/4/2017,2017,5,4,3,18,2017-18,31,31.4,29.2,31.4,30300,31.4,0.00641022,31.4,37.508,red
5/5/2017,2017,5,5,4,18,2017-18,31.2,31.8,30,30.8,16800,30.8,-0.019108293,31.41428571,37.244,red
5/8/2017,2017,5,8,0,19,2017-19,30.6,31.2,29,29.76,27500,29.76,-0.033766202,31.39714286,36.7952,red
5/9/2017,2017,5,9,1,19,2017-19,29.6,30.2,27.6,29,46800,29,-0.025537642,31.32571429,36.3752,red
5/10/2017,2017,5,10,2,19,2017-19,27,28,25,26,85500,26,-0.103448276,31.04,35.8232,red
5/11/2017,2017,5,11,3,19,2017-19,25.8,28,25.4,27.4,44800,27.4,0.053846139,30.88285714,35.3472,red
5/12/2017,2017,5,12,4,19,2017-19,27.4,28.8,27,28.2,30700,28.2,0.029197122,30.61142857,34.8752,red
5/15/2017,2017,5,15,0,20,2017-20,28,28.2,27.2,27.8,13500,27.8,-0.014184451,30.22571429,34.3272,red
5/16/2017,2017,5,16,1,20,2017-20,27.4,28.2,27,27.2,12400,27.2,-0.02158268,29.91142857,33.8592,red
5/17/2017,2017,5,17,2,20,2017-20,27,27.2,25.6,26,29600,26,-0.044117674,29.56857143,33.4232,red
5/18/2017,2017,5,18,3,20,2017-20,25.8,28.2,25.5,27.4,58400,27.4,0.053846139,29.18285714,33.0712,red
5/19/2017,2017,5,19,4,20,2017-20,27,28.04,26.6,26.8,13600,26.8,-0.021897824,28.69714286,32.6512,red
5/22/2017,2017,5,22,0,21,2017-21,27,28,26.8,27.4,5700,27.4,0.022388075,28.31142857,32.2592,red
5/23/2017,2017,5,23,1,21,2017-21,27.8,27.8,25.8,26.6,17800,26.6,-0.029197053,27.98285714,31.8872,red
5/24/2017,2017,5,24,2,21,2017-21,26.8,27.8,26.2,27.4,14000,27.4,0.030075159,27.69714286,31.5872,red
5/25/2017,2017,5,25,3,21,2017-21,27,28,26.2,26.6,16100,26.6,-0.029197053,27.39714286,31.3032,red
5/26/2017,2017,5,26,4,21,2017-21,28.2,31.4,28,29.8,166400,29.8,0.120300707,27.4,31.2112,red
5/30/2017,2017,5,30,1,22,2017-22,30.4,32,28.8,29.4,33700,29.4,-0.013422806,27.42857143,31.1792,green
5/31/2017,2017,5,31,2,22,2017-22,29.4,30.6,28.2,29.4,33000,29.4,0,27.67142857,31.1032,green
6/1/2017,2017,6,1,3,22,2017-22,29.4,31,28.8,29.8,36200,29.8,0.013605429,27.84285714,31.0512,green
6/2/2017,2017,6,2,4,22,2017-22,31.4,31.6,29.2,30,61200,30,0.006711435,27.97142857,30.9712,green
6/5/2017,2017,6,5,0,23,2017-23,30,30.8,28.8,30.62,40900,30.62,0.020666695,28.17285714,30.8756,red
6/6/2017,2017,6,6,1,23,2017-23,30.6,30.8,29.4,30.2,24500,30.2,-0.013716527,28.38714286,30.7876,red
6/7/2017,2017,6,7,2,23,2017-23,29.8,33.6,29.8,33.4,140700,33.4,0.105960287,28.91571429,30.7756,red
6/8/2017,2017,6,8,3,23,2017-23,33.6,33.6,30.8,31.2,59600,31.2,-0.065868283,29.18714286,30.6476,red
6/9/2017,2017,6,9,4,23,2017-23,30.8,30.8,28.4,30,51300,30,-0.038461562,29.41571429,30.4876,red
6/12/2017,2017,6,12,0,24,2017-24,30,30.2,27.2,27.2,53000,27.2,-0.093333308,29.40142857,30.2636,red
6/13/2017,2017,6,13,1,24,2017-24,27.8,28.6,26.4,27,63200,27,-0.007352969,29.43,30.0436,red
6/14/2017,2017,6,14,2,24,2017-24,26.6,26.8,24.6,26.6,92000,26.6,-0.014814801,29.37285714,29.8436,red
6/15/2017,2017,6,15,3,24,2017-24,26.6,27,24.4,25.2,62300,25.2,-0.052631564,29.27285714,29.6916,red
